"CURRENT_CPU_USAGE","CURRENT_MEMORY_USAGE","CURRENT_DISK_USAGE","MAX_CPU_USAGE","MIN_CPU_USAGE","AVG_CPU_USAGE","MAX_MEMORY_USAGE","MIN_MEMORY_USAGE","AVG_MEMORY_USAGE","MAX_DISK_USAGE","MIN_DISK_USAGE","AVG_DISK_USAGE"
"4.3","0.9","0.22","14.7","0","3.17","0.94","0","0.91","0.27","0.22","0.26"
