"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_PRECISION","NULLABLE","CONSTRAINT_NAME","COMMENTS"
"CZTH_TRADE_ORDER","MEMO","VARCHAR2","","Y","","备注信息"
"CZTH_TRADE_ORDER_HS","RECORD_ID","NUMBER","20","N","PK_CZTH_TRADE_ORDER_HS_ID","充值特惠交易订单表"
"CZTH_TRADE_ORDER_HS","RECORD_ID","NUMBER","20","N","SYS_C00113583","充值特惠交易订单表"
"CZTH_TRADE_ORDER_HS","FD_ORDER_ID","NUMBER","20","N","SYS_C00113584","订单编号"
"CZTH_TRADE_ORDER_HS","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00113585","生产系统订单号"
"CZTH_TRADE_ORDER_HS","TRADE_DELIVERY_NO","VARCHAR2","","N","SYS_C00113586","生产系统发货号"
"CZTH_TRADE_ORDER_HS","ORDER_SOURCE","NUMBER","3","N","SYS_C00113587","系统编号"
"CZTH_TRADE_ORDER_HS","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00113588","下游渠道编号"
"CZTH_TRADE_ORDER_HS","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00113589","下游账户编号"
"CZTH_TRADE_ORDER_HS","UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00113590","上游渠道编号"
"CZTH_TRADE_ORDER_HS","UP_ACCOUNT_ID","NUMBER","20","N","SYS_C00113591","上游账户编号"
"CZTH_TRADE_ORDER_HS","COMPANY_ID","NUMBER","20","N","SYS_C00113592","平台公司编号"
"CZTH_TRADE_ORDER_HS","DRAW_UNIT","NUMBER","20","N","SYS_C00113593","扣款规格"
"CZTH_TRADE_ORDER_HS","DRAW_FACE","NUMBER","20","N","SYS_C00113594","扣款面值"
"CZTH_TRADE_ORDER_HS","DRAW_AMOUNT","NUMBER","20","N","SYS_C00113595","扣款金额"
"CZTH_TRADE_ORDER_HS","SERVICE_RATE","NUMBER","20","N","SYS_C00113596","服务费率（针对上游收取）"
"CZTH_TRADE_ORDER_HS","CHANGE_TIME","DATE","","N","SYS_C00113598","变动时间"
"CZTH_TRADE_ORDER_HS","CHANGE_TYPE","NUMBER","3","N","SYS_C00113599","变动类型"
"CZTH_TRADE_ORDER_HS","BILL_TYPE","NUMBER","3","N","SYS_C00113600","前后项信息（1-前项，2后项）"
"CZTH_TRADE_ORDER_HS","BUSINESS_TYPE","NUMBER","3","N","SYS_C00113601","业务类型"
"CZTH_TRADE_ORDER_HS","CARRIER_NO","VARCHAR2","","N","SYS_C00113602","运营商"
"CZTH_TRADE_ORDER_HS","PROVINCE_NO","VARCHAR2","","N","SYS_C00113603","省份"
"CZTH_TRADE_ORDER_HS","MEMO","VARCHAR2","","Y","","备注信息"
"SUP_BASE_DOWN_CHANNEL","CHANNEL_NO","VARCHAR2","","N","PK_SUP_BASE_DOWN_CHACHANNEL_NO","渠道编号"
"SUP_BASE_DOWN_CHANNEL","CHANNEL_NO","VARCHAR2","","N","SYS_C00113604","渠道编号"
"SUP_BASE_DOWN_CHANNEL","CHANNEL_NAME","VARCHAR2","","N","SYS_C00113605","渠道名称"
"SUP_BASE_DOWN_CHANNEL","COMPANY_ID","NUMBER","20","N","SYS_C00113606","所属公司"
"SUP_BASE_DOWN_CHANNEL","SOURCE_SYSTEM_ID","NUMBER","20","N","SYS_C00113607","所属系统"
"SUP_BASE_DOWN_CHANNEL","ACCOUNT_ID","NUMBER","20","N","SYS_C00113608","账户编号"
"SUP_BASE_DOWN_CHANNEL","STATUS","NUMBER","3","N","SYS_C00113609","状态"
"SUP_BASE_DOWN_CHANNEL","CREATED_BY","VARCHAR2","","N","SYS_C00113610","创建人"
"SUP_BASE_DOWN_CHANNEL","CREATED_TIME","DATE","","N","SYS_C00113611","创建时间"
"SUP_BASE_DOWN_CHANNEL","LAST_EDIT_USER","VARCHAR2","","Y","","最后更新人"
"SUP_BASE_DOWN_CHANNEL","LAST_EDIT_TIME","DATE","","Y","","最后更新时间"
"SUP_BASE_DOWN_ACCOUNT","ACCOUNT_ID","NUMBER","20","N","PK_SUP_BASE_DOWN_ACCACCOUNT_ID","账户编号"
"SUP_BASE_DOWN_ACCOUNT","ACCOUNT_ID","NUMBER","20","N","SYS_C00113612","账户编号"
"SUP_BASE_DOWN_ACCOUNT","ACCOUNT_NAME","VARCHAR2","","N","SYS_C00113613","账户名称"
"SUP_BASE_DOWN_ACCOUNT","BALANCE","NUMBER","20","N","SYS_C00113614","账户余额"
"SUP_BASE_DOWN_ACCOUNT","CREDIT_AMOUNT","NUMBER","20","N","SYS_C00113615","授信金额"
"SUP_BASE_DOWN_ACCOUNT","CREATED_BY","VARCHAR2","","N","SYS_C00113616","创建人"
"SUP_BASE_DOWN_ACCOUNT","CREATED_TIME","DATE","","N","SYS_C00113617","创建时间"
"SUP_BASE_DOWN_ACCOUNT","LAST_EDIT_USER","VARCHAR2","","Y","","最后更新人"
"SUP_BASE_DOWN_ACCOUNT","LAST_EDIT_TIME","DATE","","Y","","最后更新时间"
"SUP_TRADE_ORDER_MAIN","SUP_ORDER_ID","NUMBER","20","N","PK_SUP_TRADE_ORDERSUP_ORDER_ID","记账系统订单号"
"SUP_TRADE_ORDER_MAIN","SUP_ORDER_ID","NUMBER","20","N","SYS_C00113618","记账系统订单号"
"SUP_TRADE_ORDER_MAIN","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00113619","下游渠道编号"
"SUP_TRADE_ORDER_MAIN","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00113620","下游账户编号"
"SUP_TRADE_ORDER_MAIN","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00113621","下游公司编号"
"SUP_TRADE_ORDER_MAIN","SOURCE_SYSTEM_ID","NUMBER","20","N","SYS_C00113622","系统编号"
"SUP_TRADE_ORDER_MAIN","CREATE_TIME","DATE","","N","SYS_C00113623","创建时间"
"SUP_TRADE_ORDER_MAIN","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00113624","生产系统订单号"
"SUP_TRADE_ORDER_MAIN","TRADE_ORDER_TIME","DATE","","N","SYS_C00113625","生产系统订单时间"
"SUP_TRADE_ORDER_MAIN","BUSINESS_TYPE","NUMBER","3","N","SYS_C00113626","业务类型"
"SUP_TRADE_ORDER_MAIN","CARRIER_NO","VARCHAR2","","N","SYS_C00113627","运营商"
"SUP_TRADE_ORDER_MAIN","PROVICE_NO","VARCHAR2","","N","SYS_C00113628","省份编号"
"SUP_TRADE_ORDER_MAIN","CITY_NO","VARCHAR2","","N","SYS_C00113629","城市编号"
"SUP_TRADE_ORDER_MAIN","ORDER_UNIT","NUMBER","20","N","SYS_C00113630","订单规格"
"SUP_TRADE_ORDER_MAIN","ORDER_FACE","NUMBER","20","N","SYS_C00113631","订单面值"
"SUP_TRADE_ORDER_MAIN","ORDER_AMOUNT","NUMBER","20","N","SYS_C00113632","订单金额"
"SUP_TRADE_ORDER_MAIN","COMPLETE_FACE","NUMBER","20","N","SYS_C00113633","完成面值"
"SUP_TRADE_ORDER_MAIN","COMPLETE_AMOUNT","NUMBER","20","N","SYS_C00113634","完成金额"
"SUP_TRADE_DOWN_FUND","RECORD_ID","NUMBER","20","N","PK_SUP_TRADE_DOWN_FUNRECORD_ID","资金变动编号"
"SUP_TRADE_DOWN_FUND","RECORD_ID","NUMBER","20","N","SYS_C00113635","资金变动编号"
"SUP_TRADE_DOWN_FUND","SUP_ORDER_ID","NUMBER","20","N","SYS_C00113636","记账系统订单号"
"SUP_TRADE_DOWN_FUND","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00113637","下游渠道编号"
"SUP_TRADE_DOWN_FUND","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00113638","下游账户编号"
"SUP_TRADE_DOWN_FUND","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00113639","下游公司编号"
"SUP_TRADE_DOWN_FUND","SOURCE_SYSTEM_ID","NUMBER","20","N","SYS_C00113640","系统编号"
"SUP_TRADE_DOWN_FUND","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00113641","生产系统订单号"
"SUP_TRADE_DOWN_FUND","TRADE_REFUND_NO","VARCHAR2","","N","SYS_C00113642","生产系统退款编号"
"SUP_TRADE_DOWN_FUND","CHANGE_TYPE","NUMBER","3","N","SYS_C00113643","变动类型（加款、扣款、退款、提款）"
"SUP_TRADE_DOWN_FUND","CHANGE_FACE","NUMBER","20","N","SYS_C00113644","变动面值"
"SUP_TRADE_DOWN_FUND","CHANGE_AMOUNT","NUMBER","20","N","SYS_C00113645","变动金额"
"SUP_TRADE_DOWN_FUND","CHANGE_TIME","DATE","","N","SYS_C00113646","资金变动时间"
"SUP_TRADE_DOWN_FUND","TRADE_ORDER_TIME","DATE","","N","SYS_C00113647","生产系统订单时间"
"SUP_TRADE_DOWN_FUND","TRADE_CHANGE_TIME","DATE","","N","SYS_C00113648","生产系统资金变动时间"
"SUP_TRADE_DOWN_FUND","BALANCE","NUMBER","20","N","SYS_C00113649","账户余额"
"SUP_TRADE_DOWN_FUND","MEMO","VARCHAR2","","Y","","备注"
"SUP_BASE_RELATE_ADD_MAP","MAP_ID","NUMBER","20","N","PK_SUP_BASE_RELATE_ADD_MMAP_ID","关联编号"
"SUP_BASE_RELATE_ADD_MAP","MAP_ID","NUMBER","20","N","SYS_C00113650","关联编号"
"SUP_BASE_RELATE_ADD_MAP","SUP_UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00113651","sup上游渠道"
"SUP_BASE_RELATE_ADD_MAP","SUP_DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00113652","sup下游渠道"
"SUP_BASE_RELATE_ADD_MAP","PRO_UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00113653","生产系统上游渠道（需为千行）"
"SUP_TRADE_DOWN_FUND_HS","RECORD_ID","NUMBER","20","N","PK_SUP_TRADE_DOWN_FRECORD_ID2","资金变动编号"
"SUP_TRADE_DOWN_FUND_HS","RECORD_ID","NUMBER","20","N","SYS_C00113654","资金变动编号"
"SUP_TRADE_DOWN_FUND_HS","SUP_ORDER_ID","NUMBER","20","N","SYS_C00113655","记账系统订单号"
"SUP_TRADE_DOWN_FUND_HS","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00113656","下游渠道编号"
"SUP_TRADE_DOWN_FUND_HS","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00113657","下游账户编号"
"SUP_TRADE_DOWN_FUND_HS","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00113658","下游公司编号"
"SUP_TRADE_DOWN_FUND_HS","SOURCE_SYSTEM_ID","NUMBER","20","N","SYS_C00113659","系统编号"
"SUP_TRADE_DOWN_FUND_HS","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00113660","生产系统订单号"
"SUP_TRADE_DOWN_FUND_HS","TRADE_REFUND_NO","VARCHAR2","","N","SYS_C00113661","生产系统退款编号"
"SUP_TRADE_DOWN_FUND_HS","CHANGE_TYPE","NUMBER","3","N","SYS_C00113662","变动类型（加款、扣款、退款、提款）"
"SUP_TRADE_DOWN_FUND_HS","CHANGE_FACE","NUMBER","20","N","SYS_C00113663","变动面值"
"SUP_TRADE_DOWN_FUND_HS","CHANGE_AMOUNT","NUMBER","20","N","SYS_C00113664","变动金额"
"SUP_TRADE_DOWN_FUND_HS","CHANGE_TIME","DATE","","N","SYS_C00113665","资金变动时间"
"SUP_TRADE_DOWN_FUND_HS","TRADE_ORDER_TIME","DATE","","N","SYS_C00113666","生产系统订单时间"
"SUP_TRADE_DOWN_FUND_HS","TRADE_CHANGE_TIME","DATE","","N","SYS_C00113667","生产系统资金变动时间"
"FD_REPORT_CAPITAL_USE_RATE","RECORD_ID","NUMBER","20","N","PK_FD_REPORT_CAPITAL_USE_RATE","记录编号"
"FD_REPORT_CAPITAL_USE_RATE","RECORD_ID","NUMBER","20","N","SYS_C00113359","记录编号"
"FD_REPORT_CAPITAL_USE_RATE","SNAP_TIME","DATE","","N","SYS_C00113360","记录日期"
"FD_REPORT_CAPITAL_USE_RATE","CREATE_TIME","DATE","","N","SYS_C00113361","创建时间"
"FD_REPORT_CAPITAL_USE_RATE","COMPANY_ID","NUMBER","20","N","SYS_C00113362","渠道所属公司"
"FD_REPORT_CAPITAL_USE_RATE","CHANNEL_NO","VARCHAR2","","N","SYS_C00113363","渠道编号"
"FD_REPORT_CAPITAL_USE_RATE","ACCOUNT_ID","NUMBER","20","N","SYS_C00113364","支付账户"
"FD_REPORT_CAPITAL_USE_RATE","CHANNEL_NAME","VARCHAR2","","N","SYS_C00113365","渠道名称"
"FD_REPORT_CAPITAL_USE_RATE","ACCOUNT_NAME","VARCHAR2","","N","SYS_C00113366","账户名称"
"FD_REPORT_CAPITAL_USE_RATE","CHANNEL_STATUS","NUMBER","1","N","SYS_C00113367","渠道状态"
"FD_REPORT_CAPITAL_USE_RATE","CAPITAL_CLASS","NUMBER","3","N","SYS_C00113368","渠道资金分类：1.普通话费、2.普通流量、3.特殊话费、4.特殊流量、0.其他渠道"
"FD_REPORT_CAPITAL_USE_RATE","ACCOUNT_BALANCE","NUMBER","20","N","SYS_C00113369","统计时账户余额，早上8点统计"
"FD_REPORT_CAPITAL_USE_RATE","YESTERDAY_DRAW","NUMBER","20","N","SYS_C00113370","昨天交易量"
"FD_REPORT_CAPITAL_USE_RATE","BEF_YESTERDAY_DRAW","NUMBER","20","N","SYS_C00113371","前天交易量"
"FD_REPORT_CAPITAL_USE_RATE","THREE_DAYS_AGO_DRAW","NUMBER","20","N","SYS_C00113372","大前天交易量"
"FD_REPORT_CAPITAL_USE_RATE","AVERAGE_DRAW","NUMBER","20","N","SYS_C00113373","最近三天平均交易量"
"FD_REPORT_CAPITAL_USE_RATE","NO_DRAW_DAYS","NUMBER","20","N","SYS_C00113374","累计无交易天数（余额小于1000且无交易的清零）"
"FD_REPORT_CAPITAL_USE_RATE","SYNC_STATUS","NUMBER","1","N","SYS_C00113375","同步状态，0、同步完成，1等待同步，2正在同步"
"FD_REPORT_CAPITAL_USE_RATE","SYNC_BATCH","NUMBER","20","N","SYS_C00113376","同步批次号"
"FD_B2E_BANK_ERROR_CODE","ID","NUMBER","20","N","SYS_C00112737","银行子账户"
"FD_B2E_BANK_ERROR_CODE","BANK_TYPE","NUMBER","3","N","SYS_C00112738","银行类型"
"FD_B2E_BANK_ERROR_CODE","ERR_CODE_TYPE","VARCHAR2","","N","SYS_C00112739","错误码类型"
"FD_B2E_BANK_ERROR_CODE","ERR_CODE","VARCHAR2","","N","SYS_C00112740","错误码"
"FD_B2E_BANK_ERROR_CODE","DEAL_CODE","VARCHAR2","","N","SYS_C00112741","处理码，success、fail、unkown"
"FD_B2E_BANK_ERROR_CODE","STATUS","NUMBER","1","N","SYS_C00112742","状态，0启用，1禁用"
"FD_B2E_BANK_PAYMENT_SERVICE","ID","NUMBER","20","N","PK_FD_B2E_BANK_SERVICE_FEE_","编号"
"FD_B2E_BANK_PAYMENT_SERVICE","ID","NUMBER","20","N","SYS_C00112743","编号"
"FD_B2E_BANK_PAYMENT_SERVICE","BANK_TYPE","NUMBER","3","N","SYS_C00112744","银行类型"
"FD_B2E_BANK_PAYMENT_SERVICE","PAYMENT_TYPE","NUMBER","3","N","SYS_C00112745","加款方式"
"FD_B2E_BANK_PAYMENT_SERVICE","MIN_AMOUNT","NUMBER","20","N","SYS_C00112746","收取下限金额"
"FD_B2E_BANK_PAYMENT_SERVICE","MAX_AMOUNT","NUMBER","20","N","SYS_C00112747","收取上限金额"
"FD_B2E_BANK_PAYMENT_SERVICE","SINGLE_AMOUNT","NUMBER","20","N","SYS_C00112748","单笔收取手续费金额（和折扣配合使用）"
"FD_B2E_BANK_PAYMENT_SERVICE","DISCOUNT","NUMBER","20","N","SYS_C00112749","单笔收取手续费折扣（和金额配合使用）"
"FD_B2E_BANK_PAYMENT_SERVICE","MAX_SERVICE_FEE","NUMBER","20","N","SYS_C00112750","最大手续费(计算的手续费不能超过该值)"
"FD_B2E_BANK_WORK_DATE","CONFIG_ID","NUMBER","20","N","PK_FD_B2E_BANK_WORK_DATE_CO","配置编号"
"FD_B2E_BANK_WORK_DATE","CONFIG_ID","NUMBER","20","N","SYS_C00112751","配置编号"
"FD_B2E_BANK_WORK_DATE","WORK_DAY_TYPE","NUMBER","3","N","SYS_C00112752","时间类型"
"FD_B2E_BANK_WORK_DATE","CONFIG_DATE","DATE","","N","SYS_C00112753","配置日期"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","CONFIG_ID","NUMBER","20","N","PK_FD_B2E_BANK_CONFIG","配置编号"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","CONFIG_ID","NUMBER","20","N","SYS_C00112754","配置编号"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","BANK_ACCOUNT_ID","NUMBER","20","N","SYS_C00112755","银行账户编号"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","TOKEN_KEY","VARCHAR2","","N","SYS_C00112756","签名key"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","RECEIVE_QUERY_MQ","VARCHAR2","","N","SYS_C00112757","下游收款查询mq"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","ADD_MQ","VARCHAR2","","N","SYS_C00112758","上游加款mq"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","ADD_QUERY_MQ","VARCHAR2","","N","SYS_C00112759","上游加款查询mq"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","BANK_BALANCE_MQ","VARCHAR2","","N","SYS_C00112760","银行余额查询mq"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","MERCHANT_NO","VARCHAR2","","N","SYS_C00112761","客户账户编号,对应client_id"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","MERCHANT_PASSWORD","VARCHAR2","","N","SYS_C00112762","客户账户密码"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","USER_NO","VARCHAR2","","N","SYS_C00112763","用户登录账户,对应user_id"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","USER_PASSWORD","VARCHAR2","","N","SYS_C00112764","登录密码,对应user_pswd"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","CURRENCY_CODE","VARCHAR2","","N","SYS_C00112765","交易货币种类"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","LANGUAGE","VARCHAR2","","N","SYS_C00112766","接口编码语言"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","APP_ID","VARCHAR2","","N","SYS_C00112767","应用程序编码"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","APP_VER","VARCHAR2","","N","SYS_C00112768","应用程序版本"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","BANK_ADD_MQ","VARCHAR2","","N","SYS_C00112769","上游银企直连加款mq"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","BANK_ADD_QUERY_MQ","VARCHAR2","","N","SYS_C00112770","上游银企直联加款查询mq"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","PROXY_MERCHANT_NO","VARCHAR2","","Y","","代付商户编号"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","PROXY_MERCHANT_PWD","VARCHAR2","","Y","","代付商户密码"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","PROXY_PRI_MERCHANT_NO","VARCHAR2","","Y","","代付对私商户编号"
"FD_B2E_BANK_ACCOUNT_API_CONFIG","PROXY_PRI_MERCHANT_PWD","VARCHAR2","","Y","","代付对私商户密码"
"FD_B2E_BANK_QUERY_RECORD","RECORD_ID","NUMBER","20","N","PK_RECORD_ID","主键"
"FD_B2E_BANK_QUERY_RECORD","RECORD_ID","NUMBER","20","N","SYS_C00112771","主键"
"FD_B2E_BANK_QUERY_RECORD","BANK_ACCOUNT_ID","NUMBER","20","N","SYS_C00112772","银行账户编号"
"FD_B2E_BANK_QUERY_RECORD","CARD_NO","VARCHAR2","","N","SYS_C00112773","银行卡号"
"FD_B2E_BANK_QUERY_RECORD","BANK_ACC_NAME","VARCHAR2","","N","SYS_C00112774","银行账户名称"
"FD_B2E_BANK_QUERY_RECORD","BANK_TYPE","NUMBER","3","N","SYS_C00112775","银行类型"
"FD_B2E_BANK_QUERY_RECORD","QUERY_BALANCE","NUMBER","20","N","SYS_C00112776","查询余额"
"FD_B2E_BANK_QUERY_RECORD","QUERY_TIME","DATE","","N","SYS_C00112777","查询时间"
"FD_TRADE_ORDER_MAIN_UN","FD_ORDER_ID","NUMBER","20","N","PK_TRADE_ORDER_MAIN_UN","主键"
"FD_TRADE_ORDER_MAIN_UN","FD_ORDER_ID","NUMBER","20","N","SYS_C00112780","主键"
"FD_TRADE_ORDER_MAIN_UN","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00112781","下游渠道编号"
"FD_TRADE_ORDER_MAIN_UN","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00112782","下游扣款账号"
"FD_TRADE_ORDER_MAIN_UN","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00112783","下游公司编号"
"FD_TRADE_ORDER_MAIN_UN","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00112784","交易系统订单号"
"FD_TRADE_ORDER_MAIN_UN","EXT_ORDER_NO","VARCHAR2","","N","SYS_C00112785","扩展订单号交易系统供"
"FD_TRADE_ORDER_MAIN_UN","ORDER_SOURCE","NUMBER","20","N","SYS_C00112786","订单来源（系统编号）"
"FD_TRADE_ORDER_MAIN_UN","CREATE_TIME","DATE","","N","SYS_C00112787","订单添加时间"
"FD_TRADE_ORDER_MAIN_UN","ORDER_TIME","DATE","","N","SYS_C00112788","订单日期(交易系统下单日期)"
"FD_TRADE_ORDER_MAIN_UN","BUSINESS_TYPE","NUMBER","3","N","SYS_C00112789","业务类型"
"FD_TRADE_ORDER_MAIN_UN","TOTAL_FACE","NUMBER","18","N","SYS_C00112790","总面值"
"FD_TRADE_ORDER_MAIN_UN","DOWN_ORDER_AMOUNT","NUMBER","20","N","SYS_C00112791","下游销售金额"
"FD_TRADE_ORDER_MAIN_UN","UP_PHONE_AMOUNT","NUMBER","20","N","SYS_C00112792","上游手机成本"
"FD_TRADE_ORDER_MAIN_UN","UP_BILL_AMOUNT","NUMBER","20","N","SYS_C00112793","上游预存话费成本"
"FD_TRADE_ORDER_MAIN_UN","DOWN_ORDER_REFUND","NUMBER","20","N","SYS_C00112794","下游销售退款"
"FD_TRADE_ORDER_MAIN_UN","UP_PHONE_REFUND","NUMBER","20","N","SYS_C00112795","上游手机成本退款"
"FD_TRADE_ORDER_MAIN_UN","UP_BILL_REFUND","NUMBER","20","N","SYS_C00112796","上游预存话费成本退款"
"FD_TRADE_ORDER_MAIN_UN","USER_ID","VARCHAR2","","N","SYS_C00112797","用户id"
"FD_TRADE_ORDER_MAIN_UN","PHONE_NO","VARCHAR2","","N","SYS_C00112798","合约机号码"
"FD_TRADE_ORDER_MAIN_UN","USER_NAME","VARCHAR2","","N","SYS_C00112799","用户姓名"
"FD_TRADE_ORDER_MAIN_UN","ID_CARD_NO","VARCHAR2","","N","SYS_C00112800","用户身份证号"
"FD_TRADE_ORDER_MAIN_UN","REC_ADDRESS","VARCHAR2","","N","SYS_C00112801","用户收货地址"
"FD_TRADE_ORDER_MAIN_UN","SALE_USER","VARCHAR2","","N","SYS_C00112802","销售客服"
"FD_TRADE_ORDER_MAIN_UN","HAS_INVOICE","NUMBER","","N","SYS_C00112803","是否开票，0.已开，1未开"
"FD_TRADE_DOWN_FUND_HS","BALANCE","NUMBER","20","N","SYS_C00112563","账户余额"
"FD_TRADE_DOWN_FUND_HS","MEMO","VARCHAR2","","Y","","备注"
"FD_TRADE_DOWN_FUND_HS","SERVICE_FEE","NUMBER","20","N","SYS_C00112564","下游扣款退款时产生的手续费"
"FD_TRADE_ORDER_MAIN_HS","FD_ORDER_ID","NUMBER","20","N","PK_TRADE_ORDER_MAIN_H","主键"
"FD_TRADE_ORDER_MAIN_HS","FD_ORDER_ID","NUMBER","20","N","SYS_C00112565","主键"
"FD_TRADE_ORDER_MAIN_HS","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00112566","下游渠道编号"
"FD_TRADE_ORDER_MAIN_HS","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00112567","下游扣款账号"
"FD_TRADE_ORDER_MAIN_HS","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00112568","下游公司编号"
"FD_TRADE_ORDER_MAIN_HS","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00112569","交易系统订单号"
"FD_TRADE_ORDER_MAIN_HS","EXT_ORDER_NO","VARCHAR2","","N","SYS_C00112570","扩展订单号交易系统供"
"FD_TRADE_ORDER_MAIN_HS","ORDER_SOURCE","NUMBER","20","N","SYS_C00112571","订单来源（系统编号）"
"FD_TRADE_ORDER_MAIN_HS","CREATE_TIME","DATE","","N","SYS_C00112572","订单添加时间"
"FD_TRADE_ORDER_MAIN_HS","ORDER_TIME","DATE","","N","SYS_C00112573","订单日期(交易系统下单日期)"
"FD_TRADE_ORDER_MAIN_HS","BUSINESS_TYPE","NUMBER","3","N","SYS_C00112574","业务类型"
"FD_TRADE_ORDER_MAIN_HS","CARRIER_NO","VARCHAR2","","N","SYS_C00112575","运营商"
"FD_TRADE_ORDER_MAIN_HS","PROVINCE_NO","VARCHAR2","","N","SYS_C00112576","省份"
"FD_TRADE_ORDER_MAIN_HS","CITY_NO","VARCHAR2","","N","SYS_C00112577","城市"
"FD_TRADE_ORDER_MAIN_HS","TOTAL_FACE","NUMBER","18","N","SYS_C00112578","总面值"
"FD_TRADE_ORDER_MAIN_HS","RECHARGE_UNIT","NUMBER","18","N","SYS_C00112579","充值总量"
"FD_TRADE_ORDER_MAIN_HS","RECHARGE_ACCOUNT_NO","VARCHAR2","","N","SYS_C00112580","充值号码"
"FD_TRADE_ORDER_MAIN_HS","HAS_UP_TRADE","NUMBER","1","Y","","是否产生上游扣款 0.已产生 1.未产生"
"FD_TRADE_ORDER_MAIN_HS","DOWN_ORDER_AMOUNT","NUMBER","20","Y","","下游扣款金额"
"FD_TRADE_UP_FUND_HS","RECORD_ID","NUMBER","20","N","SYS_C00112581","主键"
"FD_TRADE_UP_FUND_HS","RECORD_ID","NUMBER","20","N","PK_TRADE_UP_FUND_H","主键"
"FD_TRADE_UP_FUND_HS","FD_ORDER_ID","NUMBER","20","N","SYS_C00112582","记账系统订单号"
"FD_TRADE_UP_FUND_HS","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00112583","交易系统订单号"
"FD_TRADE_UP_FUND_HS","ORDER_SOURCE","NUMBER","3","N","SYS_C00112584","订单来源（系统编号）"
"FD_TRADE_UP_FUND_HS","TRADE_DELIVERY_NO","VARCHAR2","","N","SYS_C00112585","交易系统发货号"
"FD_TRADE_DOWN_FUND_HS","CHANGE_TYPE","NUMBER","3","N","SYS_C00112561","变更类型   1:加款 2：交易扣款 3：交易退款"
"FD_TRADE_DOWN_FUND_HS","CHANGE_AMOUNT","NUMBER","20","N","SYS_C00112562","变动金额"
"FD_TRADE_UP_FUND_HS","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00112586","下游渠道编号"
"FD_TRADE_UP_FUND_HS","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00112587","下游账户"
"FD_TRADE_UP_FUND_HS","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00112588","下游所属公司"
"FD_TRADE_UP_FUND_HS","UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00112589","上游渠道编号"
"FD_TRADE_UP_FUND_HS","UP_ACCOUNT_ID","NUMBER","20","N","SYS_C00112590","上游账户"
"FD_TRADE_UP_FUND_HS","UP_COMPANY_ID","NUMBER","20","N","SYS_C00112591","上游所属公司"
