"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_PRECISION","NULLABLE","CONSTRAINT_NAME","COMMENTS"
"FD_TRADE_ORDER_MAIN_DIFFER","DOWN_FIRST_FACE","NUMBER","20","N","SYS_C00112718","下游与上游扣款的时间差造成的差异面值(上下游扣款有时间差异时造成，下扣、下退、上扣、上退)"
"FD_TRADE_ORDER_MAIN_DIFFER","DOWN_FIRST_AMOUNT","NUMBER","20","N","SYS_C00112719","下游与上游扣款的时间差造成的差异金额"
"FD_TRADE_ORDER_MAIN_DIFFER","ACCOUNT_ID","NUMBER","20","N","SYS_C00112716","下游渠道支付账户编号"
"FD_TRADE_ORDER_MAIN_DIFFER","BUSINESS_TYPE","NUMBER","3","N","SYS_C00112717","业务类型"
"FD_B2E_BANK_RECEIVE_ACCOUNT","CARD_NO","VARCHAR2","","N","SYS_C00113124","银行卡号[来源:FD_BANK_ACCOUNT_INFO]"
"FD_B2E_BANK_RECEIVE_ACCOUNT","CARD_NAME","VARCHAR2","","Y","","账户名称[来源:FD_BANK_ACCOUNT_INFO]"
"FD_B2E_BANK_RECEIVE_ACCOUNT","QUERY_INTERVAL_TIME","NUMBER","20","N","SYS_C00113125","查询间隔时间"
"FD_B2E_BANK_RECEIVE_ACCOUNT","USE_TYPE","NUMBER","3","Y","","用途，下游收款 等"
"FD_B2E_BANK_RECEIVE_ACCOUNT","STATUS","NUMBER","1","N","SYS_C00113126","账户状态"
"FD_B2E_BANK_RECEIVE_ACCOUNT","LAST_QUERY_TIME","DATE","","N","SYS_C00113127","最后查询成功时间"
"FD_B2E_BANK_RECEIVE_RECORD","RECORD_ID","NUMBER","20","N","PK_FD_B2E_DOWN_RECEIVE_RECORD","记录编号"
"FD_B2E_BANK_RECEIVE_RECORD","RECORD_ID","NUMBER","20","N","SYS_C00113128","记录编号"
"FD_B2E_BANK_RECEIVE_RECORD","BANK_ACCOUNT_ID","NUMBER","20","N","SYS_C00113129","银行账户"
"FD_B2E_BANK_RECEIVE_RECORD","TASK_ID","NUMBER","20","N","SYS_C00113130","任务编号"
"FD_B2E_BANK_RECEIVE_RECORD","CREATE_TIME","DATE","","N","SYS_C00113131","创建时间"
"FD_B2E_BANK_RECEIVE_RECORD","RECEIVE_TIME","DATE","","N","SYS_C00113132","收款时间"
"FD_B2E_BANK_RECEIVE_RECORD","RECEIVE_NO","VARCHAR2","","N","SYS_C00113133","银行外部收款编号"
"FD_B2E_BANK_RECEIVE_RECORD","BANK_SVR_SEQ","VARCHAR2","","N","SYS_C00113134","银行交易流水号"
"FD_B2E_BANK_RECEIVE_RECORD","BANK_CERT_NO","VARCHAR2","","N","SYS_C00113135","银行凭证号"
"FD_B2E_BANK_RECEIVE_RECORD","RECEIVE_AMOUNT","NUMBER","20","N","SYS_C00113136","银行收款金额"
"FD_B2E_BANK_RECEIVE_RECORD","TRADE_TYPE","NUMBER","1","N","SYS_C00113137","交易类型 1:支 2：收"
"FD_B2E_BANK_RECEIVE_RECORD","CLIENT_CARD_NO","VARCHAR2","","N","SYS_C00113138","客户银行账号"
"FD_B2E_BANK_RECEIVE_RECORD","CLIENT_COMPANY_NAME","VARCHAR2","","N","SYS_C00113139","客户公司名称"
"FD_B2E_BANK_RECEIVE_RECORD","CLIENT_BANK_NAME","VARCHAR2","","N","SYS_C00113140","客户开户银行"
"FD_B2E_BANK_RECEIVE_RECORD","CLIENT_AREA_CODE","VARCHAR2","","N","SYS_C00113141","客户地区编码"
"FD_B2E_BANK_RECEIVE_RECORD","CLIENT_BANK_ADDRESS","VARCHAR2","","N","SYS_C00113142","客户开户银行地址"
"FD_B2E_BANK_RECEIVE_RECORD","MATCH_TYPE","NUMBER","3","N","SYS_C00113143","匹配渠道方式,1系统自动匹配，2人工匹配"
"FD_B2E_BANK_RECEIVE_RECORD","DEAL_STATUS","NUMBER","1","N","SYS_C00113144","交易处理状态：0完成，1未开始，2等待，3正在， 9无需处理"
"FD_B2E_BANK_RECEIVE_RECORD","CHANNEL_NO","VARCHAR2","","Y","","渠道编号"
"FD_B2E_BANK_RECEIVE_RECORD","CHANNEL_ACCOUNT_ID","NUMBER","20","Y","","渠道账户编号"
"FD_B2E_BANK_RECEIVE_RECORD","CHANNAL_TYPE","NUMBER","1","Y","","渠道类型,1上游渠道、2下游渠道 、9无"
"FD_B2E_BANK_RECEIVE_RECORD","RECEIVE_TYPE","NUMBER","3","Y","","交易处理类型:1.下游渠道加款，2.上游渠道返佣，3.收取押金，4.收取保证金，5.收取手续费 99无需处理"
"FD_B2E_BANK_RECEIVE_RECORD","SYS_FUND_ID","NUMBER","20","Y","","内部资金变动编号"
"FD_B2E_BANK_RECEIVE_RECORD","BANK_REMARK","VARCHAR2","","Y","","银行摘要"
"FD_B2E_BANK_RECEIVE_RECORD","DEAL_USER","VARCHAR2","","Y","","处理人"
"FD_B2E_BANK_RECEIVE_RECORD","DEAL_TIME","DATE","","Y","","处理时间"
"FD_B2E_BANK_RECEIVE_RECORD","DEAL_MEMO","VARCHAR2","","Y","","处理备注"
"FD_B2E_BANK_RECEIVE_ACCOUNT","ACCOUNT_ID","NUMBER","20","N","PK_FD_B2E_BANK_SUB_ACCOUNT","银行账户编号[FD_BANK_ACCOUNT_INFO.account_id]"
"FD_B2E_BANK_RECEIVE_ACCOUNT","ACCOUNT_ID","NUMBER","20","N","SYS_C00113123","银行账户编号[FD_BANK_ACCOUNT_INFO.account_id]"
"FD_B2E_BANK_RECEIVE_RECORD","SYS_FLOW_ID","VARCHAR2","","Y","","系统流水号"
"FD_B2E_PAYMENT_RECORD_MAIN","RECORD_ID","NUMBER","20","N","PK_FD_B2E_TFR_MAIN_RECORD","记录编号"
"FD_B2E_PAYMENT_RECORD_MAIN","RECORD_ID","NUMBER","20","N","SYS_C00113145","记录编号"
"FD_B2E_PAYMENT_RECORD_MAIN","BANK_ID","NUMBER","20","N","SYS_C00113146","出账银行编号（fd_b2e_bank_payment_account.bank_account_id）"
"FD_B2E_PAYMENT_RECORD_MAIN","BANK_ADD_TYPE_ID","NUMBER","20","N","SYS_C00113147","银行卡转账(fd_b2e_bank_payment_account.id)"
"FD_B2E_PAYMENT_RECORD_MAIN","PAYMENT_TYPE","NUMBER","3","N","SYS_C00113148","转账类型:1.上游渠道加款，2.下游渠道返佣，3.支付押金，4.支付保证金"
"FD_B2E_PAYMENT_RECORD_MAIN","BANK_CARD_NO","VARCHAR2","","N","SYS_C00113149","付款银行账户"
"FD_B2E_PAYMENT_RECORD_MAIN","BANK_CARD_NAME","VARCHAR2","","N","SYS_C00113150","付款账户名称"
"FD_B2E_PAYMENT_RECORD_MAIN","RECV_TYPE","NUMBER","1","N","SYS_C00113151","收款方类型,1上游、2下游、3其它"
"FD_B2E_PAYMENT_RECORD_MAIN","CHANNAL_NO","VARCHAR2","","Y","","渠道编号"
"FD_B2E_PAYMENT_RECORD_MAIN","CHANNEL_ACCOUNT_ID","NUMBER","20","Y","","渠道账户编号"
"FD_B2E_PAYMENT_RECORD_MAIN","CREATE_TIME","DATE","","N","SYS_C00113152","创建时间"
"FD_B2E_PAYMENT_RECORD_MAIN","TOTAL_AMOUNT","NUMBER","20","N","SYS_C00113153","总付款金额"
"FD_B2E_PAYMENT_RECORD_MAIN","TOTAL_SERVICE_FEE","NUMBER","20","N","SYS_C00113154","总需支付的手续费"
"FD_B2E_PAYMENT_RECORD_MAIN","WHITE_LIST_ID","NUMBER","20","Y","","白名单编号"
"FD_B2E_PAYMENT_RECORD_MAIN","CLIENT_RECEIVE_CARD_NO","VARCHAR2","","N","SYS_C00113155","客户收款银行卡编号"
"FD_B2E_PAYMENT_RECORD_MAIN","SUB_RECORD_COUNT","NUMBER","20","N","SYS_C00113156","子记录总条数"
"FD_B2E_PAYMENT_RECORD_MAIN","INT_SUB_AMOUNT","NUMBER","20","N","SYS_C00113157","前N-1笔转账金额的单笔金额（(SUB_RECORD_COUNT-1)*INT_SUB_AMOUNT+LAST_SUB_AMOUNT）=TOTAL_AMOUNT"
"FD_B2E_PAYMENT_RECORD_MAIN","LAST_SUB_AMOUNT","NUMBER","20","N","SYS_C00113158","最后一笔金额（余数）"
"FD_B2E_PAYMENT_RECORD_MAIN","INT_SUB_SERVICE_FEE","NUMBER","20","N","SYS_C00113159","前N-1笔手续费的单笔手续费"
"FD_B2E_PAYMENT_RECORD_MAIN","LAST_SUB_SERVICE_FEE","NUMBER","20","N","SYS_C00113160","最后一笔的手续费"
"FD_B2E_PAYMENT_RECORD_MAIN","SUBMIT_SUCCESS_AMOUNT","NUMBER","20","N","SYS_C00113161","提交成功金额"
"FD_B2E_PAYMENT_RECORD_MAIN","ARRIVAL_SUCCESS_AMOUNT","NUMBER","20","N","SYS_C00113162","成功到账金额"
"FD_B2E_PAYMENT_RECORD_MAIN","ARRIVAL_SERVICE_FEE","NUMBER","20","N","SYS_C00113163","成功到账的手续费"
"FD_B2E_PAYMENT_RECORD_MAIN","EXPIRE_TIME","DATE","","N","SYS_C00113164","过期时间"
"FD_B2E_PAYMENT_RECORD_MAIN","PAYMENT_AUDIT_TYPE","NUMBER","1","N","SYS_C00113165","转账金额审核类型 1:运营审核  2：财务审核"
"FD_B2E_PAYMENT_RECORD_MAIN","PAYMENT_AUDIT_STATUS","NUMBER","1","N","SYS_C00113166","转账金额审核状态，1未开始,2等待执行,3正在执行,0执行完成 9取消"
"FD_B2E_PAYMENT_RECORD_MAIN","PAYMENT_AUDIT_USER","VARCHAR2","","Y","","转账金额审核操作人"
"FD_B2E_PAYMENT_RECORD_MAIN","PAYMENT_AUDIT_TIME","DATE","","Y","","转账金额审核操作时间"
"FD_B2E_PAYMENT_RECORD_MAIN","RECEIVED_AUDIT_STATUS","NUMBER","1","N","SYS_C00113167","到账审核状态1未开始,2等待执行,3正在执行,0执行完成 9无需处理"
"FD_B2E_PAYMENT_RECORD_MAIN","RECEIVED_AUDIT_USER","VARCHAR2","","Y","","到账审核人"
"FD_B2E_PAYMENT_RECORD_MAIN","RECEIVED_AUDIT_TIME","DATE","","Y","","到账审核时间"
"FD_B2E_PAYMENT_RECORD_MAIN","RECEIVED_AUDIT_MEMO","VARCHAR2","","Y","","到账审核备注"
"FD_B2E_PAYMENT_RECORD_MAIN","RECEIVED_SUCCESS_AMOUNT","NUMBER","20","N","SYS_C00113168","已录入系统的支付金额"
"FD_B2E_PAYMENT_RECORD_MAIN","RECEIVED_SUCCESS_SERVICE_FEE","NUMBER","20","N","SYS_C00113169","已录入系统的支付手续费"
"FD_B2E_PAYMENT_RECORD_MAIN","CREATE_TYPE","NUMBER","1","N","SYS_C00113170","1.系统自动创建，2.操作员手工添加"
"FD_B2E_PAYMENT_RECORD_MAIN","ADD_MEMO","VARCHAR2","","Y","","添加转账记录备注"
"FD_B2E_BANK_PAYMENT_ACCOUNT","ID","NUMBER","20","N","SYS_C00113171","编号"
"FD_B2E_BANK_PAYMENT_ACCOUNT","ID","NUMBER","20","N","PK_FD_B2E_BANK_ADD_TYPE","编号"
"FD_B2E_BANK_PAYMENT_ACCOUNT","BANK_ACCOUNT_ID","NUMBER","20","N","SYS_C00113172","加款银行账户"
"FD_B2E_BANK_PAYMENT_ACCOUNT","BANK_TYPE","NUMBER","3","N","SYS_C00113173","银行类型（民生，中信）"
"FD_B2E_BANK_PAYMENT_ACCOUNT","BANK_PAYMENT_TYPE","NUMBER","3","N","SYS_C00113174","付款方式，1代付，2、工作日小额网银，3大额网银"
"FD_B2E_BANK_PAYMENT_ACCOUNT","WORK_DAY_TYPE","NUMBER","3","N","SYS_C00113175","工作日分类(工作日，非工作日，所有)"
"FD_B2E_BANK_PAYMENT_ACCOUNT","ARRIVAL_SUCCESS_TIME","NUMBER","20","N","SYS_C00113176","到账时间（分钟），0分钟、30分钟......"
"FD_B2E_BANK_PAYMENT_ACCOUNT","USE_START_TIME","VARCHAR2","","N","SYS_C00113177","开始使用时间hh24miss"
"FD_B2E_BANK_PAYMENT_ACCOUNT","USE_END_TIME","VARCHAR2","","N","SYS_C00113178","结束使用时间hh24miss"
"FD_B2E_BANK_PAYMENT_ACCOUNT","MAX_AMOUNT","NUMBER","20","N","SYS_C00113179","单笔最大金额"
"FD_B2E_BANK_PAYMENT_ACCOUNT","STATUS","NUMBER","1","N","SYS_C00113180","状态，0启用，1禁用"
"FD_B2E_BANK_PAYMENT_ACCOUNT","SORT_ID","NUMBER","2","N","SYS_C00113181","使用顺序编号"
"FD_B2E_BANK_PAYMENT_ACCOUNT","RCV_CARD_TYPE","VARCHAR2","","N","SYS_C00113182","收款账户类型：0通用,1:对公；2:对私"
"FD_B2E_BANK_PAYMENT_ACCOUNT","IS_SAME_BANK","NUMBER","1","N","SYS_C00113183","是否跨行：0通用,1同行,2跨行"
"DK_REPORT_COMMI_PROFIT_DAILY","REFUND_TOTAL_UNIT","NUMBER","20","N","SYS_C00112992","退款规格"
"DK_REPORT_COMMI_PROFIT_DAILY","REFUND_TOTAL_FACE","NUMBER","20","N","SYS_C00112993","退款面值
"
"DK_REPORT_COMMI_PROFIT_DAILY","REFUND_DRAW_AMOUNT","NUMBER","20","N","SYS_C00112994","退款金额"
"DK_REPORT_COMMI_PROFIT_DAILY","REFUND_REAL_AMOUNT","NUMBER","20","N","SYS_C00112995","实际退款金额"
"DK_REPORT_COMMI_PROFIT_DAILY","PROFITS","NUMBER","20","N","SYS_C00112990","利润"
"DK_REPORT_COMMI_PROFIT_DAILY","SERVICE_FEE","NUMBER","20","N","SYS_C00112991","实时扣除佣金(手续费)"
"DK_REPORT_COMMI_PROFIT_DAILY","REFUND_COMMISSION","NUMBER","20","N","SYS_C00112996","退回佣金"
"DK_REPORT_COMMI_PROFIT_DAILY","REFUND_PROFITS","NUMBER","20","N","SYS_C00112997","退回利润"
"DK_REPORT_COMMI_PROFIT_DAILY","REFUND_SERVICE_FEE","NUMBER","20","N","SYS_C00112998","退回实时扣除佣金（手续费）"
"DK_REPORT_COMMI_PROFIT_DAILY","SNAP_TIME","DATE","","N","SYS_C00112999","快照时间(交易数据日期)"
"DK_REPORT_COMMI_PROFIT_DAILY","ADD_STATUS","NUMBER","3","N","SYS_C00113000","账户加款状态 1.未开始，2.正在加款，0.加款完成，9.加款失败"
"DK_REPORT_COMMI_PROFIT_DAILY","STATISTICS_TYPE","NUMBER","3","Y","","统计类型，7.代扣业务"
"DK_REPORT_COMMI_PROFIT_DAILY","SYS_COST","NUMBER","20","Y","","系统垫付金额(垫付部分是作为系统成本计入的)"
"DK_REPORT_COMMI_PROFIT_DAILY","SYNC_STATUS","NUMBER","1","N","SYS_C00113001","同步财务报表状态，0同步完成，1未进行同步，2正在同步，9同步失败"
"DK_REPORT_COMMI_PROFIT_DAILY","CHANNEL_NAME","VARCHAR2","","Y","","渠道名称"
"DK_REPORT_COMMI_PROFIT_DAILY","ACCOUNT_NAME","VARCHAR2","","Y","","支付账户名称"
"DK_REPORT_COMMI_PROFIT_DAILY","CHANNEL_SOURCE_SYSTEM","NUMBER","20","Y","","渠道所属系统编号"
"DK_TRADE_ORDER_MAIN_HS","DK_ORDER_ID","NUMBER","20","N","PK_DK_TRADE_ORDER_MAIN_H","主键"
"DK_TRADE_ORDER_MAIN_HS","DK_ORDER_ID","NUMBER","20","N","SYS_C00113002","主键"
"DK_TRADE_ORDER_MAIN_HS","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00113003","下游渠道编号"
"DK_TRADE_ORDER_MAIN_HS","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00113004","下游扣款账号"
"DK_TRADE_ORDER_MAIN_HS","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00113005","下游公司编号"
"DK_TRADE_ORDER_MAIN_HS","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00113006","交易系统订单号"
"DK_TRADE_ORDER_MAIN_HS","EXT_ORDER_NO","VARCHAR2","","N","SYS_C00113007","扩展订单号交易系统供"
"DK_TRADE_ORDER_MAIN_HS","ORDER_SOURCE","NUMBER","20","N","SYS_C00113008","订单来源（系统编号）"
"DK_TRADE_ORDER_MAIN_HS","CREATE_TIME","DATE","","N","SYS_C00113009","订单添加时间"
"DK_TRADE_ORDER_MAIN_HS","ORDER_TIME","DATE","","N","SYS_C00113010","订单日期(交易系统下单日期)"
"DK_TRADE_ORDER_MAIN_HS","BUSINESS_TYPE","NUMBER","3","N","SYS_C00113011","业务类型"
"DK_TRADE_ORDER_MAIN_HS","CARRIER_NO","VARCHAR2","","N","SYS_C00113012","运营商"
"DK_TRADE_ORDER_MAIN_HS","PROVINCE_NO","VARCHAR2","","N","SYS_C00113013","省份"
"DK_TRADE_ORDER_MAIN_HS","CITY_NO","VARCHAR2","","N","SYS_C00113014","城市"
"DK_TRADE_ORDER_MAIN_HS","TOTAL_FACE","NUMBER","18","N","SYS_C00113015","代扣总面值"
"DK_TRADE_ORDER_MAIN_HS","RECHARGE_UNIT","NUMBER","18","N","SYS_C00113016","代扣总量"
"DK_TRADE_ORDER_MAIN_HS","RECHARGE_ACCOUNT_NO","VARCHAR2","","N","SYS_C00113017","代扣号码"
"DK_TRADE_ORDER_MAIN_HS","DOWN_ORDER_AMOUNT","NUMBER","20","Y","","下游结算金额"
"DK_TRADE_ORDER_MAIN_HS","RECHARGE_TIMES","NUMBER","20","Y","","代扣次数"
"DK_TRADE_DOWN_FUND_HS","RECORD_ID","NUMBER","20","N","PK_DK_TRADE_DOWN_FUND_H","主键"
"DK_TRADE_DOWN_FUND_HS","RECORD_ID","NUMBER","20","N","SYS_C00113018","主键"
"DK_TRADE_DOWN_FUND_HS","DK_ORDER_ID","NUMBER","20","N","SYS_C00113019","记账系统订单号"
"DK_TRADE_DOWN_FUND_HS","CHANNEL_NO","VARCHAR2","","N","SYS_C00113020","下游渠道编号"
"DK_TRADE_DOWN_FUND_HS","ACCOUNT_ID","NUMBER","20","N","SYS_C00113021","下游支付账号"
"DK_TRADE_DOWN_FUND_HS","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00113022","交易系统订单号"
"DK_TRADE_DOWN_FUND_HS","EXT_ORDER_NO","VARCHAR2","","Y","","扩展订单号交易系统供"
"DK_TRADE_DOWN_FUND_HS","ORDER_SOURCE","NUMBER","20","N","SYS_C00113023","订单来源（系统编号）"
"DK_TRADE_DOWN_FUND_HS","CREATE_TIME","DATE","","N","SYS_C00113024","变动创建时间"
"DK_TRADE_DOWN_FUND_HS","ORDER_TIME","DATE","","Y","","订单日期(交易系统下单日期)"
"DK_TRADE_DOWN_FUND_HS","CHANGE_TYPE","NUMBER","3","N","SYS_C00113025","变更类型 1-结算2-交易代扣3-交易撤销（old=> 1:加款 2：交易扣款 3：交易退款  4: 提款)"
"DK_TRADE_DOWN_FUND_HS","CHANGE_AMOUNT","NUMBER","20","N","SYS_C00113026","变动金额"
"DK_TRADE_DOWN_FUND_HS","BALANCE","NUMBER","20","N","SYS_C00113027","账户余额"
"DK_TRADE_DOWN_FUND_HS","MEMO","VARCHAR2","","Y","","备注"
"DK_TRADE_DOWN_FUND_HS","SERVICE_FEE","NUMBER","20","N","SYS_C00113028","下游代扣或交易撤销时产生的手续费"
"DK_TRADE_DOWN_FUND_HS","TRADE_TIME","DATE","","Y","","交易系统变动时间"
"DK_TRADE_UP_FUND_HS","RECORD_ID","NUMBER","20","N","SYS_C00113029","主键"
"DK_TRADE_UP_FUND_HS","RECORD_ID","NUMBER","20","N","PK_DK_TRADE_UP_FUND_H","主键"
"DK_TRADE_UP_FUND_HS","DK_ORDER_ID","NUMBER","20","N","SYS_C00113030","记账系统订单号"
"DK_TRADE_UP_FUND_HS","TRADE_ORDER_NO","VARCHAR2","","N","SYS_C00113031","交易系统订单号"
"DK_TRADE_UP_FUND_HS","ORDER_SOURCE","NUMBER","3","N","SYS_C00113032","订单来源（系统编号）"
"DK_TRADE_UP_FUND_HS","TRADE_DELIVERY_NO","VARCHAR2","","N","SYS_C00113033","交易系统发货号"
"DK_TRADE_UP_FUND_HS","DOWN_CHANNEL_NO","VARCHAR2","","N","SYS_C00113034","下游渠道编号"
"DK_TRADE_UP_FUND_HS","DOWN_ACCOUNT_ID","NUMBER","20","N","SYS_C00113035","下游账户"
"DK_TRADE_UP_FUND_HS","DOWN_COMPANY_ID","NUMBER","20","N","SYS_C00113036","下游所属公司"
"DK_TRADE_UP_FUND_HS","UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00113037","上游渠道编号"
"DK_TRADE_UP_FUND_HS","UP_ACCOUNT_ID","NUMBER","20","N","SYS_C00113038","上游账户"
"DK_TRADE_UP_FUND_HS","UP_COMPANY_ID","NUMBER","20","N","SYS_C00113039","上游所属公司"
"DK_TRADE_UP_FUND_HS","DOWN_DRAW_UNIT","NUMBER","20","N","SYS_C00113040","下游代扣规格"
"DK_TRADE_UP_FUND_HS","DOWN_DRAW_FACE","NUMBER","20","N","SYS_C00113041","下游代扣面值"
"DK_TRADE_UP_FUND_HS","DOWN_DRAW_AMOUNT","NUMBER","20","N","SYS_C00113042","下游结算金额"
"DK_TRADE_UP_FUND_HS","DOWN_REAL_AMOUNT","NUMBER","20","N","SYS_C00113043","下游实际结算金额"
"DK_TRADE_UP_FUND_HS","UP_DRAW_UNIT","NUMBER","20","N","SYS_C00113044","上游代扣规格"
"DK_TRADE_UP_FUND_HS","UP_DRAW_FACE","NUMBER","20","N","SYS_C00113045","上游成功代扣面值"
"DK_TRADE_UP_FUND_HS","UP_DRAW_AMOUNT","NUMBER","20","N","SYS_C00113046","上游结算金额（结算给我们）"
"DK_TRADE_UP_FUND_HS","UP_REAL_AMOUNT","NUMBER","20","N","SYS_C00113047","上游实际结算金额"
"DK_TRADE_UP_FUND_HS","CHANGE_TIME","DATE","","N","SYS_C00113048","变动时间"
"DK_TRADE_UP_FUND_HS","CHANGE_TYPE","NUMBER","3","N","SYS_C00113049","变更类型 1:结算 2：交易代扣 3：交易撤销"
"DK_TRADE_UP_FUND_HS","BILL_TYPE","NUMBER","1","N","SYS_C00113050","利润类型:前向2-后向"
"DK_TRADE_UP_FUND_HS","BUSINESS_TYPE","NUMBER","3","N","SYS_C00113051","业务类型"
"DK_TRADE_UP_FUND_HS","CARRIER_NO","VARCHAR2","","N","SYS_C00113052","运营商"
"DK_TRADE_UP_FUND_HS","PROVINCE_NO","VARCHAR2","","N","SYS_C00113053","省份"
"DK_TRADE_UP_FUND_HS","BALANCE","NUMBER","20","N","SYS_C00113054","余额"
"DK_TRADE_UP_FUND_HS","PROFITS","NUMBER","20","N","SYS_C00113055","利润"
"DK_TRADE_UP_FUND_HS","DOWN_COMMISSION","NUMBER","20","N","SYS_C00113056","下游后返佣金"
"DK_TRADE_UP_FUND_HS","UP_COMMISSION","NUMBER","20","N","SYS_C00113057","上游后返佣金"
"DK_TRADE_UP_FUND_HS","SETTLE_AMOUNT","NUMBER","20","Y","","结算金额"
"DK_TRADE_UP_FUND_HS","SETTLE_BATCH_ID","NUMBER","20","N","SYS_C00113058","结算批次号"
"DK_TRADE_UP_FUND_HS","SETTLE_STATUS","NUMBER","10","N","SYS_C00113059","结算状态:20-等待结算,0-结算成功,10-无需结算"
"DK_TRADE_UP_FUND_HS","SETTLE_TIME","DATE","","Y","","结算时间"
"DK_TRADE_UP_FUND_HS","MEMO","VARCHAR2","","Y","","备注"
"DK_TRADE_UP_FUND_HS","DOWN_SERVICE_FEE","NUMBER","20","N","SYS_C00113060","下游手续费"
"DK_TRADE_UP_FUND_HS","UP_SERVICE_FEE","NUMBER","20","N","SYS_C00113061","上游手续费"
"DK_TRADE_UP_FUND_HS","ORDER_TIME","DATE","","Y","","订单日期(交易系统下单日期)"
"DK_TRADE_UP_FUND_HS","TRADE_TIME","DATE","","Y","","交易系统变动时间"
"DK_TRADE_UP_FUND_HS","CHANNEL_SETTLE_STATUS","NUMBER","3","N","SYS_C00113062","渠道结算状态，0.成功，1.等待，2.正在，99.无需结算（sp数据）"
"DK_TRADE_UP_FUND_HS","CHANNEL_SETTLE_BATCH_ID","NUMBER","20","N","SYS_C00113063","渠道结算批次号"
"DK_TRADE_UP_FUND_HS","CHANNEL_SETTLE_TIME","DATE","","Y","","渠道结算时间"
"DK_BASE_DOWN_SYSTEM_MAP","MAP_ID","NUMBER","20","N","SYS_C00113064","主键"
"DK_BASE_DOWN_SYSTEM_MAP","MAP_ID","NUMBER","20","N","PK_DK_BASE_DOWN_SYSTEM_MAP","主键"
"DK_BASE_DOWN_SYSTEM_MAP","SOURCE_SYSTEM_ID","NUMBER","20","N","SYS_C00113065","系统编号"
"DK_BASE_DOWN_SYSTEM_MAP","CHANNEL_NO","VARCHAR2","","N","SYS_C00113066","渠道编号"
"DK_BASE_UP_SYSTEM_MAP","MAP_ID","NUMBER","20","N","SYS_C00113067","主键"
"DK_BASE_UP_SYSTEM_MAP","MAP_ID","NUMBER","20","N","PK_DK_BASE_UP_SYSTEM_MAP","主键"
"DK_BASE_UP_SYSTEM_MAP","SOURCE_SYSTEM_ID","NUMBER","20","N","SYS_C00113068","系统编号"
"DK_BASE_UP_SYSTEM_MAP","CHANNEL_NO","VARCHAR2","","N","SYS_C00113069","渠道编号"
"FD_REPORT_CHANNEL_HALFHOUR","RECORD_ID","NUMBER","20","N","SYS_C00113070","记录编号"
"FD_REPORT_CHANNEL_HALFHOUR","RECORD_ID","NUMBER","20","N","PK_HALF_RECORD_ID","记录编号"
"FD_REPORT_CHANNEL_HALFHOUR","CHANNEL_TYPE","NUMBER","1","N","SYS_C00113071","渠道类型（1.上游，2下游）"
"FD_REPORT_CHANNEL_HALFHOUR","CHANNEL_NO","VARCHAR2","","N","SYS_C00113072","渠道编号"
"FD_REPORT_CHANNEL_HALFHOUR","ORDER_SOURCE","NUMBER","3","N","SYS_C00113073","系统编号"
"FD_REPORT_CHANNEL_HALFHOUR","TRADE_COUNT","NUMBER","20","N","SYS_C00113074","交易条数"
"FD_REPORT_CHANNEL_HALFHOUR","TRADE_AMOUNT","NUMBER","20","N","SYS_C00113075","交易金额"
"FD_REPORT_CHANNEL_HALFHOUR","COLLECT_TIME","DATE","","N","SYS_C00113076","半小时统计开始时间"
"FD_B2E_UP_FORECAST","START_TIME","DATE","","N","SYS_C00113077","预测开始时间"
"FD_B2E_UP_FORECAST","END_TIME","DATE","","N","SYS_C00113078","预测结束时间"
"FD_B2E_UP_FORECAST","UP_CHANNEL_NO","VARCHAR2","","N","SYS_C00113079","上游渠道"
"FD_B2E_UP_FORECAST","FORECAST_AMOUNT","NUMBER","20","N","SYS_C00113080","预测交易量"
"FD_B2E_UP_FORECAST","REAL_AMOUNT","NUMBER","20","N","SYS_C00113081","实际交易量"
"FD_B2E_UP_FORECAST","MEMO","VARCHAR2","","N","SYS_C00113082","备注"
"DK_TRADE_ORDER_MAIN_DIFFER","DIFFER_ID","NUMBER","20","N","SYS_C00113083","主键"
"DK_TRADE_ORDER_MAIN_DIFFER","DIFFER_ID","NUMBER","20","N","PK_DK_DIFFER_ID","主键"
"DK_TRADE_ORDER_MAIN_DIFFER","RECORD_DATE","DATE","","N","SYS_C00113084","记录生成日期"
"DK_TRADE_ORDER_MAIN_DIFFER","DK_ORDER_ID","NUMBER","20","N","SYS_C00113085","记账系统订单号"
"DK_TRADE_ORDER_MAIN_DIFFER","CHANNEL_NO","VARCHAR2","","N","SYS_C00113086","下游渠道编号"
"DK_TRADE_ORDER_MAIN_DIFFER","ACCOUNT_ID","NUMBER","20","N","SYS_C00113087","下游渠道支付账户编号"
"DK_TRADE_ORDER_MAIN_DIFFER","BUSINESS_TYPE","NUMBER","3","N","SYS_C00113088","业务类型"
