"BELONG_ENUM"
"UpPayAddType"
"UpReviseType"
"BankUseType"
"ReportZeroAccountType"
"AccountGradeType"
"SPDownReviseType"
"YQZLChannelType"
"CardSource"
"YxAgentType"
"DateRangeType"
"DKSettleStatus"
"BusinessType"
"CoSelfFundType"
"Carrier"
"SpUpReviseType"
"SpUpSettleType"
"IsSameBank"
"YxCompanyNature"
"B2BBankType"
"PlatAcountType"
"SupDownManualType"
"SpBusinessType"
"ChangeType"
"AccountBankType"
"BankAssetType"
"DownRefundType"
"EnabledStatus"
"DownWarnType"
"UpWarnType"
"SupUpManualType"
"YxThChannelType"
"UpRefundType"
"DownPayAddType"
"CoCapAccountType"
"BankPaymentType"
"SupBusinessType"
"UpIncomeGroup"
"YxTaxpayerSize"
"CoCapFundType"
"ErrorCodeType"
"AmountCalcType"
"RcvCardType"
"PkgAuditStatus"
"CoImpUseType"
"SPDownSettleType"
"CoSelfAccountType"
"ComAccUseType"
"TaskType"
"DownIncomeGroup"
"CoFundChangeType"
"SPUpFundType"
"ActivityType"
"StatisticsType"
"YxAccountType"
"YxChannelClass"
"YxIncomeType"
"YxIndustryType"
"FlowStatus"
"ManualChangeType"
"BankFundChangeType"
"DateType"
"CommSetType"
"DownFundChangeType"
"BankType"
"SettleStatus"
"BillType"
"ReceiveType"
"BillSplitType"
"YxExpenseType"
"DealStatus"
"PayType"
"AuditStatus"
"ChannelType"
"TaskStatus"
"QueryStatus"
"Asset_Type"
"User_Type"
"SpStatisticsType"
"SPZeroBalAccountType"
"IncomeUnit"
"SystemNo"
"DisposeStatus"
"CoImpFundType"
"DownReviseType"
"SupUpFundType"
"SearchTimeType"
"SPDownFundType"
"WorkDayType"
"ServiceFeeType"
"AccountType"
"CommisChangeType"
"SubmitStatus"
"BELONG_ENUM"
"UpPayAddType"
"UpReviseType"
"BankUseType"
"ReportZeroAccountType"
"AccountGradeType"
"SPDownReviseType"
"YQZLChannelType"
"CardSource"
"YxAgentType"
"DateRangeType"
"DKSettleStatus"
"BusinessType"
"CoSelfFundType"
"Carrier"
"SpUpReviseType"
"SpUpSettleType"
"IsSameBank"
"YxCompanyNature"
"B2BBankType"
"PlatAcountType"
"SupDownManualType"
"SpBusinessType"
"ChangeType"
"AccountBankType"
"BankAssetType"
"DownRefundType"
"EnabledStatus"
"DownWarnType"
"UpWarnType"
"SupUpManualType"
"YxThChannelType"
"UpRefundType"
"DownPayAddType"
"CoCapAccountType"
"BankPaymentType"
"SupBusinessType"
"UpIncomeGroup"
"YxTaxpayerSize"
"CoCapFundType"
"ErrorCodeType"
"AmountCalcType"
"RcvCardType"
"PkgAuditStatus"
"CoImpUseType"
"SPDownSettleType"
"CoSelfAccountType"
"ComAccUseType"
"TaskType"
"DownIncomeGroup"
"CoFundChangeType"
"SPUpFundType"
"ActivityType"
"StatisticsType"
"YxAccountType"
"YxChannelClass"
"YxIncomeType"
"YxIndustryType"
"FlowStatus"
"ManualChangeType"
"BankFundChangeType"
"DateType"
"CommSetType"
"DownFundChangeType"
"BankType"
"SettleStatus"
"BillType"
"ReceiveType"
"BillSplitType"
"YxExpenseType"
"DealStatus"
"PayType"
"AuditStatus"
"ChannelType"
"TaskStatus"
"QueryStatus"
"Asset_Type"
"User_Type"
"SpStatisticsType"
"SPZeroBalAccountType"
"IncomeUnit"
"SystemNo"
"DisposeStatus"
"CoImpFundType"
"DownReviseType"
"SupUpFundType"
"SearchTimeType"
"SPDownFundType"
"WorkDayType"
"ServiceFeeType"
"AccountType"
"CommisChangeType"
"SubmitStatus"
